"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HP",114.303533760988,1.45057604159914,0.353084974952848,4.10829161391772,3.98596621927871e-05,0.00505492988717618
"RETN",62.6043404215486,1.53110639795266,0.373422104225438,4.10020290879276,4.12788049387922e-05,0.00518774170176713
"ZNF438",598.920784507947,1.07243578015881,0.261784091757266,4.09664228624404,4.19185879404886e-05,0.0052211098372305
"WDFY1",568.365871304204,0.568851900045505,0.138971228206998,4.09330699156087,4.2526408012443e-05,0.00524994152012018
"CD59",555.465687627351,0.848391686801609,0.207451871338859,4.08958319501402,4.32149047286992e-05,0.00528813965759082
"ZNF292",2491.13235213777,0.372523588353076,0.0911965609683246,4.08484250280518,4.410672322875e-05,0.00535033729600924
"DNAL1",52.1303295909535,-0.473577064022256,0.116063181231805,-4.0803384759583,4.497016956419e-05,0.00537761201016826
"POFUT1",278.875670308116,-0.27199477515321,0.0666841377312666,-4.07885269881323,4.52585003927792e-05,0.00537761201016826
"PLBD1",1054.35843608444,0.999895835345968,0.245212167997139,4.07767625690432,4.54880442437172e-05,0.00537761201016826
"PPARA",293.694212885694,-0.350397915838153,0.0861414805113993,-4.06770250241733,4.74789431125408e-05,0.00549824766936156
"CCL2",8.23583617382394,-2.50519292941731,0.615915351069201,-4.06743057315979,4.75343640333533e-05,0.00549824766936156
"KREMEN1",2651.61847157582,1.65595895339768,0.407203272125054,4.06666416199407,4.76908937629211e-05,0.00549824766936156
"CTNNAL1",63.6631572637986,1.27717424238067,0.314687936787987,4.05854210814931,4.93800303197205e-05,0.00562601887517068
"SHKBP1",2823.31423814147,0.818462455159783,0.201763089241837,4.05655196019902,4.98024869422059e-05,0.00562601887517068
"SUDS3",741.717610855648,0.387201646588935,0.0954736936694349,4.05558465067424,5.00090566681838e-05,0.00562601887517068
"SESTD1",653.963477764913,0.620808757468139,0.153301557105317,4.04959198843394,5.13070074794857e-05,0.00569131198573725
"APOL1",1053.95322770143,0.861770413367568,0.212827822384547,4.04914359275115,5.14053985808526e-05,0.00569131198573725
"TNNT3",105.954356531116,1.20454493710011,0.297888288927366,4.04361293099983,5.26337862537796e-05,0.00578142770267894
"RALGAPA2",2859.76875206966,1.04118542509769,0.257870452060683,4.03762981286694,5.39939677041569e-05,0.00583347745362606
"MAGI3",85.3014916091476,0.700594533963582,0.173522074701149,4.03749514388985,5.40249627785151e-05,0.00583347745362606
"LACTB",392.243581076364,0.704261943014346,0.174557578522975,4.03455380725077,5.47061533109339e-05,0.00583347745362606
"CD63",1330.22148074208,0.837935992025018,0.207706259223227,4.03423563237191,5.47803259086031e-05,0.00583347745362606
"CDCP1",49.0440783616823,1.26997363903368,0.3151739207326,4.02943757555104,5.59104600855553e-05,0.00588033346084293
"AAR2",200.2355272156,-0.327563591070201,0.0813055919417999,-4.02879535401055,5.60633942861728e-05,0.00588033346084293
"MFSD14B",1358.0042873902,0.623223027959638,0.154771339748307,4.02673407733718,5.65569339030897e-05,0.00588783005931419
"HDAC4",3027.17501056609,0.687495158021368,0.170849655958998,4.02397742133211,5.72234057627449e-05,0.0058999206135932
"UGT2B28",5.36963523153529,-2.7511644168813,0.683898906083572,-4.02276475720098,5.75189393153172e-05,0.0058999206135932
"SECTM1",3957.13860698464,0.966256192313617,0.240453201544103,4.0184792138706,5.8574975339481e-05,0.00596438617507854
"IRF1",7296.4936685652,0.587480799171714,0.146406134778207,4.01267884068997,6.00335649137489e-05,0.00606861036628114
"BATF2",571.680306061176,1.26305113485354,0.315656042674578,4.00135262468481,6.29814172979745e-05,0.00632079691587586
"EFCAB2",145.569882652672,1.12254606715129,0.280686221107595,3.99929167424642,6.35323432793067e-05,0.00633054420533092
"CERS1",5.20578097225572,1.33417865305013,0.33432838014995,3.99062338785518,6.58998539358124e-05,0.00651987916598995
"MPZ",181.068172589582,0.938202280285821,0.235547830499563,3.98306483356704,6.80321862030081e-05,0.00668344364459129
"SIPA1L1",1246.27372910095,0.723369234468434,0.181825611985581,3.97836820989663,6.93898554501079e-05,0.00670381738529433
"ZDHHC19",162.832759147618,2.31486790460218,0.581924534335159,3.97795206769703,6.95113794795216e-05,0.00670381738529433
"RAB20",193.205546975199,1.21818748906206,0.306279533773945,3.97737150129387,6.96812559761777e-05,0.00670381738529433
"ATF6",1612.66325770265,0.57915864724294,0.145846700594957,3.9710095935003,7.15686969351818e-05,0.00683824193319032
"AFF1",2988.22459035452,0.638655065882874,0.161079053104956,3.96485485587465,7.34406199626757e-05,0.00693453762217741
"TP63",6.97884007763912,-1.00709026572361,0.254031373730848,-3.96443262473024,7.35707217263267e-05,0.00693453762217741
"MAN2A2",1881.81085237373,0.771473937498966,0.194822101624885,3.95988920694623,7.49845435516774e-05,0.00702036498352952
"JAK2",3255.11723679262,0.646026560992901,0.163312824378893,3.95576136442347,7.62912877781273e-05,0.00709508976336584
"GYG1",940.233255918814,0.997521338375285,0.252643060009455,3.9483425285379,7.86941540707784e-05,0.0072700890681282
"ALOX15",154.451585952515,-1.43757727193069,0.365088049801726,-3.93761798752771,8.22944701787054e-05,0.00755268328284829
"NLRC4",207.831010803988,0.990831260815279,0.251793993436793,3.93508696252519,8.31665770982047e-05,0.007563413603501
"MFSD13A",288.437748362524,0.762896449331742,0.193963311598779,3.93319975331122,8.38225231220776e-05,0.007563413603501
"AANAT",97.5000947138986,0.984688895462509,0.250392396353956,3.93258305683751,8.40379289277889e-05,0.007563413603501
"HVCN1",249.7480496225,-0.507660726044419,0.129272039718926,-3.92707291652716,8.59859193400638e-05,0.00768818607004213
"BCL6",7813.77063728781,1.23607619364839,0.314878575403213,3.92556461507597,8.65265385660655e-05,0.00768818607004213
"CBX8",49.7622081648587,-0.51459960946997,0.131200973744586,-3.92222401086566,8.77353638193068e-05,0.0077462552232869
"FZD5",128.956522510654,0.731097467408956,0.186513549478206,3.91980887959232,8.86192173503465e-05,0.00777508227696436
"HAUS4",212.694323396745,0.88856428993696,0.227120171169813,3.9123090008267,9.14178349141039e-05,0.00793639488603298
"CMBL",50.7274617019804,1.98847974830658,0.508444507112504,3.91090811384572,9.19497507191512e-05,0.00793639488603298
"LYPLA1",496.39226333614,0.394749950009589,0.100950172564976,3.91034447965418,9.21645857732862e-05,0.00793639488603298
"LMNB1",1313.59967400352,0.968335646624464,0.248213861669733,3.90121502526279,9.57110872786598e-05,0.00817498250780492
"RCVRN",11.373162747518,1.2555633044289,0.321961549855465,3.89973058892451,9.62997842556273e-05,0.00817498250780492
"TUT7",3060.82286162462,0.559103093219384,0.14340598904327,3.89874298102489,9.66933414901657e-05,0.00817498250780492
"GAS8",28.2115813585789,0.642038242385603,0.164756274187332,3.89689707146199,9.74330031653136e-05,0.00818789394069954
"DCPS",742.937437579277,0.789481515207068,0.203028587843578,3.88852389504535,0.000100855742242896,0.00838629379702278
"MFN2",1559.01490510461,0.637977121340771,0.16408866218721,3.88800245450779,0.000101072604864769,0.00838629379702278
"FRMD4B",233.054423231889,0.912181425366814,0.234775042346532,3.8853423952126,0.000102185767550356,0.00838629379702278
"TOP1",1093.66296152551,0.45113681736666,0.116113408590692,3.8853119794024,0.000102198562400994,0.00838629379702278
"TMEM165",1449.64810058106,0.546284582772497,0.140701120589081,3.88258871347532,0.000103350292217454,0.00839132890011166
"ADAMTSL4",2827.06442848927,0.976838406121576,0.251651964653898,3.88170387409866,0.000103727139717111,0.00839132890011166
"FBXO38",1016.59836639994,0.522304192839984,0.134582769026681,3.88091429993119,0.000104064508940453,0.00839132890011166
"ACE2",20.5808844738316,1.67666379673225,0.432646668536259,3.87536509273208,0.000106464951833101,0.00846428639646854
"ZBED6",67.0202459178685,0.579829011628703,0.149642600797405,3.87475898266236,0.000106730281438127,0.00846428639646854
"DNAI2",8.60604694028643,-0.906820950575546,0.234109713020303,-3.87348708806842,0.00010728909343609,0.00846428639646854
"DISP2",98.5417441441354,-0.55879776746748,0.14427126317977,-3.87324374342787,0.000107396322019708,0.00846428639646854
"RLF",538.89591596399,0.348606359294826,0.090074322084268,3.87020797079873,0.000108742547461468,0.00852223897240157
"EIF4G3",1281.97014746519,0.51984020160954,0.134399148938796,3.86788313552692,0.00010978425320934,0.00852296676653924
"ARG1",128.515890148029,1.25405202577368,0.3243472953489,3.86638656698121,0.000110459804699657,0.00852296676653924
"NECTIN2",166.395602698616,1.2121405797292,0.313543260823892,3.86594365493323,0.000110660486168876,0.00852296676653924
"HS2ST1",257.529953058802,0.45224567434814,0.117046639944176,3.86380740672123,0.000111633250203494,0.00852296676653924
"CEACAM8",82.840889377659,1.91578243874709,0.495876259272202,3.86342843184081,0.000111806660808364,0.00852296676653924
"SRPK1",856.272940951108,0.855556452539031,0.221646063465612,3.86001194499792,0.000113381482525188,0.00859604174579549
"CTSA",1114.85387384437,0.749231704655876,0.194497569013362,3.85213917303204,0.000117090439154553,0.00882925203354602
"SOCS3",2164.21411662459,1.39333437008443,0.361900870286062,3.85004426483717,0.000118096479799089,0.00885723598493164
"LIPM",32.4380174412235,1.62808755576418,0.423228615834125,3.84682768332063,0.000119657062552701,0.00886078811407499
"SIPA1L2",1349.40610169062,1.2482288758871,0.324502849523992,3.84658833572064,0.000119773960299371,0.00886078811407499
"VAMP5",263.648411409722,0.777978392170433,0.202281144193149,3.84602526979764,0.000120049387351984,0.00886078811407499
"FHIP2A",988.604731103695,0.614121771065638,0.159817266688707,3.84264969480318,0.000121713131890016,0.00893630626245116
"TMEM14A",20.6762132268741,-0.653714897688662,0.170400876119093,-3.83633530869748,0.000124883874933282,0.00908027318905045
"TAP1",7414.02754014516,0.760261757292083,0.198188201601935,3.83605961983088,0.000125024069526949,0.00908027318905045
"TSHZ3",280.089229827301,0.865387722876238,0.225710094482498,3.83406743442456,0.000126041563072501,0.00908027318905045
"VMP1",5458.35237631694,0.695396071886645,0.181394702493121,3.83360738946065,0.000126277634313676,0.00908027318905045
"METTL7B",29.8973556090379,2.07169511075924,0.540829251625746,3.83058997739428,0.000127836375385977,0.00914521762376602
"CELSR1",89.8284697073244,-0.677639359264873,0.177422768135277,-3.81934836428773,0.00013380468336572,0.00952334353546837
"TMEM185B",1214.17766522852,0.7754928353275,0.203164463481905,3.81706929468289,0.000135046251026797,0.00954495357013783
"KIF1B",1887.70335869769,0.904375471376116,0.236978054077072,3.8162836423747,0.000135476760350343,0.00954495357013783
"GNS",2252.06888226928,0.760690761780765,0.19946575747105,3.81364085457711,0.000136934422282865,0.00956957948875425
"P2RY2",254.311717356292,-0.773265947411995,0.202817460845997,-3.81262019643934,0.000137501323599065,0.00956957948875425
"FAM89A",47.7788178551957,0.74231152372438,0.194733623714601,3.81193298601735,0.000137884263601405,0.00956957948875425
"PKHD1L1",54.4876947607145,0.637382365903861,0.167289262142902,3.81006143334768,0.000138932264480738,0.00959457965102128
"ZNF839",193.956131599819,0.408378946981296,0.107253458687918,3.80760631850187,0.000140318418628068,0.00964257113232288
"PFKFB3",3265.40082888064,1.21033449328815,0.318585304355835,3.79909078271955,0.000145227892326877,0.00992661788565073
"BABAM2",194.305110378295,0.275748757062625,0.0726038927369851,3.79798860181715,0.000145875029860817,0.00992661788565073
"ZNF429",560.666533380874,0.827253986079095,0.217891578581006,3.7966312946397,0.000146675693981642,0.00993265015069859
"SAMSN1",538.938628880989,0.852143655403242,0.224605993121336,3.79394887714728,0.000148270214322544,0.00995381841915761
"MYL5",461.90905851108,0.629684689582445,0.165981412362409,3.79370605792637,0.000148415357074178,0.00995381841915761
"RTCB",242.228226444726,-0.338911689845198,0.0893821212362083,-3.79171679031384,0.000149609468935759,0.00998589517537719
"GADD45A",104.245549319811,0.925749944767977,0.24435441484571,3.78855420047357,0.000151526537483317,0.0100656914185346
"UBQLN2",718.856285285343,0.544705890552781,0.143986861948294,3.78302494534804,0.000154933880024021,0.010226067805028
"LHFPL5",181.989139273387,0.814986545276217,0.21547571163811,3.78226640525027,0.000155406908578203,0.010226067805028
"TSNAX-DISC1",13.7590088823713,0.898854090270439,0.237917824538747,3.77800230820474,0.00015809141414043,0.010284075801609
"LHFPL6",4.15511456960265,1.63049823085625,0.431586415867193,3.77791832854625,0.000158144720010372,NA
"ATP2C2",35.2629466919781,0.852824019889129,0.225809314140059,3.77674421064917,0.000158891761964518,0.010284075801609
"KCNH8",10.3820658523984,-1.55819663309077,0.41261243753194,-3.77641702322691,0.000159100528499657,0.010284075801609
"CNOT11",732.378765461782,0.501200629784781,0.132726086275914,3.77620288405758,0.000159237302734591,0.010284075801609
"PCP4L1",37.511863819085,1.07478275490218,0.284955260598318,3.77175965323634,0.000162100357876466,0.0104207372920585
"DCUN1D3",187.689938783642,0.587728313011359,0.155886985353868,3.77022053301755,0.000163103355416815,0.0104354416461895
"TAPBPL",770.41258653845,0.292242441616298,0.077536021981186,3.76911832911946,0.000163825212940179,0.0104354416461895
"ZNF200",499.487946736622,0.62414233571661,0.165701238556421,3.76667272468269,0.000165437641024934,0.0104902504195356
"SRGAP3",41.5893878134016,-1.09680446171929,0.291349659870714,-3.7645640712469,0.000166839886651128,0.0105199040443014
"LTA4H",1528.56422648935,0.688949958102386,0.183050937601709,3.76370625099684,0.000167413526726517,0.0105199040443014
"CYB561",304.305412050811,0.494669370174769,0.131501364872155,3.761705216183,0.00016875887558865,0.0105262797647385
"IRF2",2033.86401327942,0.493559557514186,0.131220036640204,3.76131245007569,0.000169024133856733,0.0105262797647385
"LIMK2",5780.51724396391,1.01958469922771,0.271174244925662,3.75988766745608,0.000169989669647038,0.0105393595181164
"WSB1",3570.22027728485,0.629339432863611,0.167445743762935,3.758467780194,0.00017095704753632,0.0105519975321267
"PTPN1",1203.13396553598,0.368477382241039,0.0980882851332905,3.7565890946133,0.000172244967196106,0.0105519975321267
"ALDH1A2",272.573324351116,1.18839563251782,0.316434232470883,3.75558492277593,0.000172937107099001,0.0105519975321267
"GCNT7",189.393234895864,0.466316555048483,0.124192772694006,3.75478012877144,0.00017349371037155,0.0105519975321267
"ZC3H3",764.502777911887,0.592810159421504,0.157910677430241,3.75408534159056,0.000173975586551192,0.0105519975321267
"TGFB1I1",24.7291873216995,0.809396359009449,0.215710322318355,3.75223749290451,0.000175263312157259,0.0105840831367695
"PRCD",42.1419292913118,0.661247094851553,0.176324184449684,3.75017809902445,0.000176709018439108,0.0106161201078341
"LRRC4",1101.34511230776,0.846644615877166,0.225869994833699,3.74837134299544,0.000177986599154759,0.0106161201078341
"FRMD3",237.668183420787,0.867328499526161,0.231395944580661,3.74824416693191,0.000178076853421733,0.0106161201078341
"LARP1",2019.97115429694,0.395627080237903,0.10558277925816,3.7470796186427,0.000178905313283127,0.0106201239161686
"ITGAX",7099.1495473508,0.747225867500765,0.199497349043166,3.7455428409682,0.00018000412473663,0.0106400743223559
