"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TPGS2",1296.34702979257,0.43166300086739,0.182865992983334,2.36054278778194,0.0182482130771981,0.207912050288437
"VAMP1",136.201833842345,-0.62796845036248,0.266073464272787,-2.36013182328722,0.0182684421214264,0.207912050288437
"FHAD1",668.221452014106,0.826550942476105,0.350214916457998,2.36012489369577,0.0182687833872959,0.207912050288437
"TMPRSS3",302.628995076743,0.65874089743391,0.279163797852277,2.3596931353631,0.0182900574670984,0.208013993644327
"PROM1",5075.50707666846,0.707291433818297,0.299796415652963,2.35923912658463,0.0183124512866672,0.208105760623242
"ITPRID1",2.53945435235621,-1.50901407420989,0.639965646614513,-2.35796105961739,0.0183756204204235,0.208105760623242
"APBB1IP",823.063934968241,-1.15289724243613,0.488977091359273,-2.35777352929004,0.0183849052342453,0.208105760623242
"RASSF2",2379.25648429984,-1.15126906148428,0.488322708947662,-2.35759885909314,0.018393557023629,0.208105760623242
"AFDN",4411.52563486871,0.253254712809791,0.107422762625562,2.35755166428319,0.0183958952952159,0.208105760623242
"MKS1",349.316278056015,0.62067967060848,0.263273136377985,2.35755033402786,0.0183959612066198,0.208105760623242
"MSX2",24.1542655917813,0.713229079889275,0.302538667728282,2.35748073211536,0.0183994101259672,0.208105760623242
"C22orf15",181.633834929659,0.951565666927389,0.403699033529119,2.3571165345848,0.0184174661006248,0.208105760623242
"MANF",498.079273576777,-0.231629690393381,0.0982731486009061,-2.35699877017317,0.0184233078738126,0.208105760623242
"BCO2",102.010001192931,0.694291743283509,0.294670362255983,2.35616414887484,0.0184647562530371,0.208105760623242
"LRRC46",571.785074855107,1.0084452406158,0.42804228779159,2.35594769343631,0.0184755190300056,0.208105760623242
"USP15",2164.54268938787,-0.70739075919282,0.300281956974001,-2.35575512535396,0.0184850986745616,0.208105760623242
"PLA1A",27.9553277886944,0.778210421167486,0.330352491238278,2.35569714716084,0.018487983755033,0.208105760623242
"MGST3",483.841608438179,0.311437674091922,0.1322246032676,2.35536856527092,0.0185043419213357,0.208105760623242
"DEFB124",6.27041916972225,1.3852493897426,0.588176669712348,2.35515868118344,0.0185147974479599,0.208105760623242
"SMURF2",789.798207691857,-0.185614789819561,0.0788171364671961,-2.35500549930299,0.0185224315765793,0.208105760623242
"BTBD3",1076.65482361685,0.515989337860894,0.219129132594085,2.3547272412049,0.0185363061781627,0.208105760623242
"NEK10",1009.81510476819,1.00919573577709,0.428597080792152,2.35464911219613,0.0185402035087846,0.208105760623242
"CFAP46",617.392783540236,0.827687093327074,0.351530292392678,2.35452565892246,0.0185463632237568,0.208105760623242
"SCLT1",344.557694757968,-0.705190113933995,0.299534591038915,-2.35428606588672,0.0185583228557159,0.208105760623242
"TMEM107",199.497263921204,0.608161477539338,0.25833623558981,2.35414701368099,0.018565266941537,0.208105760623242
"HCAR2",2100.95171088719,-1.27698327537717,0.542513538389421,-2.35382748081862,0.0185812326118341,0.208105760623242
"HDGF",4264.71562363053,0.202984070835295,0.086242365650641,2.3536468335941,0.0185902640845409,0.208105760623242
"ANO2",20.7139471509116,-0.784026538861562,0.333142431861699,-2.35342743486679,0.0186012381069693,0.208105760623242
"UNC119B",1208.89221565935,0.597266507706287,0.253796459650673,2.35332876009527,0.0186061755308837,0.208105760623242
"IL16",279.349846655663,-0.6049071332492,0.257102912595209,-2.35278211025787,0.0186335492175073,0.208273999162462
"PIK3CD",1757.84968573659,-0.881835860230252,0.374924206443723,-2.3520376787478,0.0186708835538854,0.208533680162851
"TEKT2",343.029010507931,1.01254156914778,0.43053409132528,2.35182669514265,0.0186814765875062,0.208533680162851
"MUC6",39.5262052034367,-0.855993591503403,0.364061582403128,-2.35123295859203,0.0187113150471675,0.20868157956463
"SVOP",16.2273372684742,0.973333477036778,0.413995700396457,2.35107146307239,0.0187194382758254,0.20868157956463
"IL2RA",43.3952248832964,-0.783167124311246,0.333196549678211,-2.3504658888803,0.0187499261524939,0.208821497735698
"PRUNE2",296.565065164295,0.945473697664597,0.402309878543164,2.3501130548629,0.018767709742294,0.208821497735698
"BCL2A1",2494.2448044305,-1.67239155192419,0.711806309490461,-2.34950369170141,0.018798457695696,0.208821497735698
"VWA7",742.137512748033,0.874087833077789,0.372036407122375,2.34946853679907,0.0188002329261092,0.208821497735698
"PADI2",704.648355621374,-1.10155134532802,0.468879639848781,-2.3493264618683,0.0188074088315398,0.208821497735698
"ACAP1",543.043348404642,-0.725312847399825,0.308758102073865,-2.34912976381201,0.0188173475902567,0.208821497735698
"CAMSAP1",2236.48098943397,0.273328277339022,0.116354160735797,2.34910617386225,0.0188185398516036,0.208821497735698
"FILIP1",123.575072294572,0.973960495933327,0.414722902220645,2.34846084148772,0.0188511812782017,0.209046356275475
"PLCL2",307.665847407202,-0.617407197438786,0.262930537964515,-2.34817607044988,0.0188656009642362,0.20906898601377
"OSTM1",918.05872763195,-0.467185562199561,0.198987709626085,-2.34781114410253,0.0188840935009096,0.209091654969831
"STX7",1303.01062816485,-0.27647448013888,0.117766622620929,-2.34764718547465,0.0188924072167661,0.209091654969831
"KRI1",211.001858564597,-0.225196585405702,0.0959391538684748,-2.34728550675388,0.0189107578825242,0.209094440600826
"MX1",10420.8652217945,-0.759871709229283,0.323741697012196,-2.34715427837106,0.0189174199323857,0.209094440600826
"PPP1R3B",1237.66463822178,-1.06384471779842,0.453374077602733,-2.34650539224391,0.0189503920021018,0.209321890466644
"SMAD7",304.588592651719,-0.296436286051842,0.126355177753671,-2.34605570837582,0.0189732714101803,0.209437634540219
"IL21R",56.0094975863703,-0.638466263782028,0.272333049877424,-2.34443180535524,0.0190560949902923,0.210067113565937
"CD79A",66.1575953519666,-1.12955491607719,0.481838577931642,-2.34426002360783,0.0190648747982103,0.210067113565937
"PFN2",2193.62608580224,0.530679497088324,0.226381660636628,2.34418060012438,0.019068935347669,0.210067113565937
"RBMS3",130.012967716204,0.492612999901813,0.210167998939332,2.34390108098242,0.0190832318613293,0.210067113565937
"CCDC113",1369.53193871706,0.938372150857741,0.400386870010305,2.34366364419889,0.0190953833561137,0.210067113565937
"TDRD7",653.953806899873,-0.520051524603364,0.221931724802001,-2.34329510603918,0.0191142577303663,0.210067113565937
"ARPC4",1609.94106035306,-0.386180978106636,0.164806799919162,-2.34323449212082,0.0191173635828555,0.210067113565937
"SPP1",44.4121991187154,-1.0314784328349,0.440319561011779,-2.34256781702984,0.0191515530845073,0.210236206918265
"MAGI1",788.504627765074,0.26679990253771,0.113913638623706,2.34212431242792,0.0191743271934658,0.210236206918265
"ADCY6",1291.94991284057,-0.278139566742976,0.118765305309451,-2.34192608706949,0.0191845137839192,0.210236206918265
"TGFBR3",323.16648289413,0.507272761172716,0.216608621424063,2.34188629168,0.0191865593967379,0.210236206918265
"GGA3",807.72557089008,-0.240838399502148,0.102850027500442,-2.34164642786424,0.0191988932174965,0.210236206918265
"GLDN",233.276083475957,0.749372610198259,0.320086663890286,2.34115536427071,0.0192241653738963,0.210236206918265
"LEPR",25.9777346468974,-0.828610039296212,0.353981914493475,-2.34082591615422,0.019241136424029,0.210236206918265
"RASGRP4",452.004834334914,-1.5091167887638,0.644704112913103,-2.34078976469506,0.0192429995119553,0.210236206918265
"FOS",7498.49662311866,-1.52551245312287,0.651718088918158,-2.34075511952599,0.0192447851202344,0.210236206918265
"KIR3DL1",1.84991215661361,-1.64751013475713,0.703934875654604,-2.3404297637975,0.01926156098632,0.210283454103399
"BNIP2",1179.39850748436,-0.468961657949458,0.200418244542017,-2.33991500634635,0.0192881288172912,0.210429688597036
"INPP5E",314.246663029605,0.29835876408084,0.12753292398182,2.33946462423596,0.0193114003496392,0.210429688597036
"TSGA10",414.615716176297,0.727820689710529,0.31111126572313,2.33942248288188,0.0193135790752381,0.210429688597036
"STXBP4",232.438339706267,0.521056020407044,0.222749131001559,2.33920562591734,0.0193247940679734,0.210429688597036
"LILRB5",59.4293138207958,-1.12170342229383,0.479701743756089,-2.33833509445023,0.0193698718414082,0.210643759554307
"NFE2",382.072156057801,-1.56663780247201,0.67006221449563,-2.33804827160901,0.0193847441832618,0.210643759554307
"TMEM252",8.57821637356897,-1.46749733454546,0.627692494594938,-2.33792397898984,0.019391192103962,0.210643759554307
"TREM1",2535.01136961076,-1.73075708208066,0.740315785415995,-2.33786326885914,0.0193943422409229,0.210643759554307
"SULF1",218.104868149104,-0.574011995659077,0.245576766101005,-2.33740351244379,0.0194182126736701,0.210767476764533
"ST18",23.5858905030591,-0.747893453222965,0.320030507203123,-2.33694424871901,0.0194420831506226,0.210829785067355
"CLEC1A",30.8535623337094,-1.27137783298166,0.544064903358271,-2.33681280511573,0.0194489197190443,0.210829785067355
"FANCD2",220.484945599117,-0.195381311748639,0.0836236122415534,-2.33643711998789,0.0194684712175295,0.210899328856207
"SERHL2",56.1493957954425,0.55140300210329,0.236024608034498,2.33620979903373,0.0194803098475743,0.210899328856207
"CDC42SE1",3220.95160239228,-0.537967270014779,0.230308969143904,-2.33585027979801,0.0194990460606894,0.21090668469872
"MYCBP",613.930959297622,0.44115931609007,0.188875280666361,2.33571759381978,0.0195059649179584,0.21090668469872
"SAT1",34688.9058806155,-0.657086672510834,0.281379658123877,-2.33523161159558,0.0195313245831882,0.210930628442162
"NEDD9",1319.08744955765,-0.695728602952558,0.297955382597403,-2.33500934565302,0.0195429325242252,0.210930628442162
"BMP6",86.6480637681823,-1.30609177151893,0.559364286511764,-2.33495738468362,0.0195456470786893,0.210930628442162
"PTPRC",4371.02807101028,-1.06494950574517,0.456139417693305,-2.33470176975851,0.0195590057564793,0.210940005249795
"CHP2",133.273063576784,0.956291204103378,0.409694094773045,2.33415911116104,0.0195873920483927,0.211111336506257
"ZNF664",2639.26579211839,0.450465419278008,0.193046105671537,2.33346027733117,0.0196240008203196,0.211371013937741
"PIP4P2",107.272675290902,-0.956704810946086,0.410136701181174,-2.33264862225405,0.0196665947907692,0.211694786119376
"DPEP3",12.1292864676497,-1.2862412594791,0.551509756905513,-2.33221850270814,0.0196891992840372,0.211803112552932
"TTLL5",595.735910091963,0.437134747892506,0.187476449578159,2.33167818611939,0.0197176272223225,0.211973905892937
"CMTM1",48.4922891439059,-0.949321507318386,0.407188026255632,-2.33140820973553,0.0197318450451591,0.21199181359268
"RGL3",13.9334831392883,0.748043034571662,0.320948468670574,2.33072629282262,0.0197677968501082,0.212078099944843
"ARHGAP9",680.09634108424,-1.13331861927489,0.48626433374966,-2.33066367532181,0.0197711010154535,0.212078099944843
"ATP7A",920.695315213965,-0.230110791687987,0.0987462430617263,-2.33032452226203,0.0197890056359102,0.212078099944843
"DEDD",279.216655623382,-0.259559944457303,0.11139532137975,-2.3300794076661,0.0198019545754934,0.212078099944843
"ZNF492",2.98826116908605,1.05959376216043,0.454773134428887,2.32993922011485,0.0198093637433096,0.212078099944843
"SIRPB2",124.603473694544,-1.20555970881674,0.517445696514933,-2.32982845723976,0.0198152194749814,0.212078099944843
"PCMTD1",1123.4520052421,-0.255511102397985,0.109728129802502,-2.32858340753529,0.0198811459118041,0.21264893812822
"CFD",485.385190108552,-0.818214900620545,0.35149397249898,-2.32782057343222,0.0199216331606313,0.212691730960243
"UNC80",9.87729560401636,-0.998957407639934,0.429244833218358,-2.32724387187152,0.0199522892247002,0.212691730960243
"THPO",2.63089306216814,-1.30225065921074,0.559697532287767,-2.32670430739221,0.019981008450539,0.212691730960243
"CNGA4",76.86521177056,1.04496737959677,0.449125871486933,2.32666930572753,0.019982872718613,0.212691730960243
"DYNLL1",2367.45480716575,0.456759159060627,0.196322417356076,2.32657668549481,0.0199878066148158,0.212691730960243
"ZNF626",154.958642058377,0.416292640667944,0.178941271204734,2.32642049464177,0.0199961293378033,0.212691730960243
"SEMA4A",1816.41505705661,-0.52016255206285,0.223605953740327,-2.32624643200204,0.0200054079333603,0.212691730960243
"HNRNPH3",434.87212968325,-0.387189612828983,0.166445527637286,-2.32622419073187,0.0200065937988339,0.212691730960243
"STXBP1",294.583356439214,0.361800048765392,0.155545186105323,2.32601251009086,0.0200178833101669,0.212691730960243
"RCSD1",344.10160868989,-0.712501061487201,0.306348144710875,-2.3257887269389,0.0200298243276935,0.212691730960243
"EFCAB12",246.35222540913,0.845918355532085,0.36371355248517,2.32578178556208,0.0200301948173558,0.212691730960243
"TLR1",1416.55333324903,-0.883924321431723,0.380085053854108,-2.32559610663093,0.0200401074812627,0.212691730960243
"CYP4A22",24.4660692307113,-0.706233252169021,0.303699784316342,-2.32543218217563,0.0200488623180003,0.212691730960243
"CFL1",4078.21371382343,-0.426687399292851,0.183566307504162,-2.32443200004541,0.0201023521515886,0.213125314179649
"PRF1",227.893405492602,-0.573546689413051,0.246832027104516,-2.32363156491923,0.0201452491728643,0.213446118745612
"RSPH10B",41.7862228718683,0.971894228016188,0.418511938404943,2.32226165810306,0.0202188507541415,0.21403175495092
"RNF31",35.1680406436705,-0.511812747061127,0.220406465036077,-2.32213128130044,0.0202258677779424,0.21403175495092
"ST7L",249.361991509902,-0.589797222874516,0.254028911674146,-2.32177203369306,0.0202452138767277,0.214102327591768
"ATXN2L",1250.48744389347,-0.16275322265533,0.0701300203033286,-2.32073542758699,0.0203011274239942,0.21451912512494
"MYLK",142.391285116084,0.744436772360669,0.320799015590241,2.32057062578878,0.0203100290766048,0.21451912512494
"IRX5",296.611551228723,0.285487787600364,0.123067247174393,2.31977064698468,0.0203532877652055,0.214680834170634
"GINS4",73.5188934329364,-0.625751599789291,0.269794758177448,-2.31936159181315,0.020375438379454,0.214680834170634
"CTPS1",429.695552959791,-0.352776248782793,0.1521011283309,-2.31935326617249,0.0203758894367951,0.214680834170634
"SOX30",13.7729825882675,0.720696630160267,0.310732449436755,2.31934782307618,0.0203761843315488,0.214680834170634
"EPSTI1",1856.26636482989,-0.767914884841266,0.331147776905594,-2.31894923776036,0.0203977889107219,0.214730964403094
"IL5RA",621.65691775681,1.00439482323226,0.433154527008954,2.31879101014566,0.0204063708844198,0.214730964403094
"ATP12A",5966.45533602042,-0.454811911372761,0.196220879734214,-2.31785685595139,0.0204571018960061,0.21513075586653
"SLC25A44",950.94550765136,-0.417797182780339,0.180304459505912,-2.31717609162429,0.0204941413476784,0.215386156329148
"RGCC",368.173015202177,0.370159079693384,0.159792156634742,2.31650343476811,0.0205307971162878,0.21556805873887
"STK17B",4153.80183882973,-0.593276929171106,0.256143835197951,-2.31618664065296,0.0205480802929763,0.21556805873887
"UBE3D",159.780409298359,0.405103896745436,0.174923067033037,2.31589751778664,0.0205638648955928,0.21556805873887
"POTEE",13.7156311340329,-0.739252376095791,0.319255414299451,-2.31555157088862,0.0205827656885353,0.21556805873887
"CBLIF",9.08186244081557,-1.38742918663693,0.599241588417617,-2.31530857245846,0.0205960509522925,0.21556805873887
"TAGAP",2671.32075380176,-1.32918677098474,0.574142843924436,-2.31508027148672,0.0206085394852638,0.21556805873887
"INPP5J",49.6308666886823,0.477748259066181,0.206392993096379,2.3147503793556,0.0206265969274778,0.21556805873887
"SURF2",94.3416294488215,0.286401998515324,0.123740313916861,2.31454074625795,0.0206380788685926,0.21556805873887
"IQCK",367.513771747927,0.529760274631303,0.228901439363699,2.31435973536878,0.0206479976084757,0.21556805873887
"ARFRP1",600.814425879486,-0.418769164434636,0.180989516330671,-2.31377580826029,0.0206800230310795,0.21556805873887
"SCCPDH",774.180730249333,0.395665686294082,0.171007555180453,2.31373219666559,0.0206824166416003,0.21556805873887
"ABHD6",279.057284650324,0.442123379654552,0.191105869211653,2.31349974481889,0.0206951787732319,0.21556805873887
"JAK2",1592.56287003708,-0.407980651946772,0.176353274377603,-2.3134282784748,0.0206991038166322,0.21556805873887
"PDZD7",24.5316487061204,0.565222202894408,0.244346567665603,2.31319886460585,0.0207117079710731,0.21556805873887
"TRPV6",95.6471017242729,-0.546583511644189,0.236306399955069,-2.3130288123729,0.0207210550743016,0.21556805873887
"SLC20A2",3236.47820478631,0.307507805768843,0.132954644752579,2.31287749548802,0.0207293754608895,0.21556805873887
"CEP120",618.579381622346,0.330644558825024,0.142967520827239,2.31272499454315,0.0207377639015306,0.21556805873887
"KASH5",1.7061141014065,1.57828932433268,0.682455512869501,2.31266257590402,0.0207411981438015,0.21556805873887
"GATA2",49.4681902250158,-1.10407496099758,0.477474910849388,-2.31232036680948,0.0207600351284118,0.215631139780902
"CATIP",124.526517218452,0.846746176690466,0.36626779253355,2.31182264439182,0.0207874590009909,0.215783279082812
"LPXN",258.992296233604,-0.525047694638497,0.227155918192882,-2.31139782232163,0.0208108911312243,0.215893820832461
"ATP6V0A4",690.400455612191,0.642956498308943,0.278201030913711,2.31112191136476,0.0208261220237557,0.215919198808601
"NEDD4L",2155.89973369605,0.250693976446653,0.108551086610835,2.30945616735659,0.0209182813218248,0.216741627757238
"BOP1",403.06415273486,-0.246830238752637,0.106894096204309,-2.30911011475194,0.0209374716259168,0.216807454500373
"CABP4",16.417260232477,0.615328161397797,0.266534920858678,2.30862117209795,0.0209646120321236,0.216943744308744
"MPHOSPH8",446.42246851423,-0.211740146770446,0.0917255230716012,-2.3084103494854,0.0209763239064586,0.216943744308744
"TNFRSF13B",5.92643824796143,-1.37145957484336,0.594190919534236,-2.30811264486908,0.0209928720656439,0.216982017329657
"MAGI3",1889.80762895275,-0.243333057822219,0.105459984986266,-2.30734963459276,0.0210353365789095,0.217287950753029
"BARX2",129.405144711205,0.745374313507754,0.323103022919267,2.30692460495487,0.0210590235875183,0.217385752222768
"CHPT1",619.487409750253,0.372050136200663,0.161296858030924,2.30661738078825,0.02107615973505,0.217385752222768
"ADGRA1",7.22150864545425,0.869245924730218,0.376943187621974,2.30603961889864,0.021108418666882,0.217385752222768
"SPATA6L",288.924520820179,0.695654551101791,0.301684129940793,2.30590369880682,0.0211160139176874,0.217385752222768
"DDX60L",3802.22725813985,-0.975683442702584,0.42314548776705,-2.305787184099,0.0211225266857161,0.217385752222768
"AGBL3",91.0758018610513,0.596378340674088,0.258668341601341,2.30557143940415,0.0211345906862041,0.217385752222768
"KDM4D",32.2309961984801,0.670941544871714,0.291009494255758,2.30556582556735,0.0211349046805485,0.217385752222768
"CLDN24",3.97675356559446,-0.832331796968987,0.361118820542939,-2.30486961526288,0.0211738767858491,0.217646642945437
"MAP6",616.589751039528,1.0579797902262,0.459085469602742,2.30453773921815,0.0211924763972327,0.217646642945437
"HAGHL",304.414841472341,0.662990960609951,0.287703716800678,2.30442264695966,0.0211989299334031,0.217646642945437
"DOCK2",1085.05871038514,-0.808200821524541,0.350781927916588,-2.30399788930039,0.0212227620710873,0.217758948127943
"CYP7B1",197.447377074898,0.431490665538566,0.18730001393921,2.30374070168842,0.0212372035943949,0.21777482180069
"SSUH2",65.1648173973607,1.17662585819147,0.510865861351294,2.30319922940079,0.0212676361714092,0.217954555399837
"CCDC74A",279.911331708195,0.912313178203573,0.396148242645204,2.30295904409868,0.0212811475558255,0.217960764748537
"PPFIBP2",512.876835570734,-0.218492950520672,0.0949042201134941,-2.30224694180491,0.0213212501104566,0.218239147342728
"CEP126",372.751887396814,0.826573506628615,0.359069176228825,2.30198959239504,0.0213357591102803,0.218255381958524
"RNF182",4.51350817096658,0.877344368933679,0.381173824460406,2.30169102029935,0.0213526029618063,0.218295466962438
"OLIG2",5.70305528851052,-1.35355813674688,0.588267117911478,-2.30092435142798,0.0213959074034882,0.218537199585473
"DPY19L3",419.161561668583,-0.230930830768461,0.100369172049197,-2.30081434422182,0.0214021273085661,0.218537199585473
"C3orf70",82.4131494787764,-0.734650465155821,0.319337741209112,-2.30054381412672,0.0214174300179583,0.2185613145458
"CACNA1B",7.4472490688244,0.885884683669589,0.385114987082775,2.30031214931446,0.0214305418595425,0.218563056440708
"HADH",552.497529255128,0.319931246152973,0.139149514056042,2.29919053848885,0.0214941220479281,0.219079195695508
"AGR3",286.26118864904,0.853514920884269,0.371345960734324,2.29843598997677,0.021536987110858,0.219321830021499
"TTC21B",349.273320431566,0.447768305371501,0.194824649803369,2.29831443723071,0.021543899343103,0.219321830021499
"TLR6",382.604783682591,-0.95421055716198,0.415238249638623,-2.29798328548109,0.0215627404552928,0.219381399728579
"SENP3-EIF4A1",7.07657752029196,-0.969810599194799,0.422272798148395,-2.29664473640566,0.0216390444018417,0.219643556225264
"ACOT9",1042.20097083247,-0.563765367024074,0.245495262999129,-2.2964409175833,0.0216506836826032,0.219643556225264
"ZNF688",413.126127806226,0.448883717802083,0.195514281387317,2.2959126802243,0.0216808745802754,0.219643556225264
"COPRS",313.855185493063,0.453921151461523,0.197708557710278,2.29591048925003,0.021680999879571,0.219643556225264
"RPGR",329.76855227757,0.567765526338266,0.247302577992147,2.29583343185486,0.0216854071041971,0.219643556225264
"TGFBR2",2232.1720883213,-0.359821355081859,0.15674269571945,-2.29561800905794,0.0216977321441092,0.219643556225264
"ZNF396",139.31156642484,0.53812912332304,0.234420130350068,2.2955755656284,0.0217001611898048,0.219643556225264
"DNMT3A",1034.47112094806,-0.207555425707683,0.0904233174450026,-2.2953750379035,0.0217116406313058,0.219643556225264
"TMEM231",1597.81352741896,0.904427378756235,0.3940778294966,2.29504760496565,0.0217303962697753,0.219643556225264
"GLYCTK",131.332269385088,-0.377170163502091,0.164341618275201,-2.29503741937416,0.021730979935239,0.219643556225264
"B3GNT2",1688.92805737618,-0.271507438435628,0.118310839864326,-2.29486527816877,0.0217408462154845,0.219643556225264
"TACC3",441.4948834788,-0.699054159628536,0.304625263747795,-2.29480034265082,0.0217445690099261,0.219643556225264
"CLHC1",129.403524891121,0.502868347348968,0.219175813541292,2.29436058305872,0.0217697953105916,0.219766929468369
"CHDH",221.754548686412,-0.51244629712415,0.223381657805925,-2.29403927859361,0.0217882426686841,0.219772333529798
"HSD11B1L",45.1653577225408,0.515568807482084,0.224759617963077,2.29386760911286,0.0217981044662005,0.219772333529798
"UPF2",524.743996174847,-0.287996155339194,0.12556119827924,-2.29367160624502,0.0218093688789118,0.219772333529798
"IQCH",186.16307621528,0.845487594227905,0.368684309867829,2.29325624009063,0.021833256986043,0.219881858817698
"UBXN2B",673.671564630527,-0.564657611792595,0.246254993065992,-2.29297934130122,0.0218491943473118,0.219911229637515
"CFAP107",147.227182028869,1.04587646034129,0.456215592153647,2.29250485588194,0.0218765276656757,0.219939138487391
"ERGIC3",2995.86797684275,0.266904111713003,0.116434030602302,2.29232046964564,0.0218871574873135,0.219939138487391
"GMIP",1733.26683351394,-0.795673340260381,0.347114066944963,-2.292253227486,0.0218910350996094,0.219939138487391
"BAZ1A",2239.18030793,-0.576553863613762,0.251577668437285,-2.29175294927852,0.0219199031070154,0.220098242315329
"TMEM104",401.007700636132,-0.240419093950514,0.104927678028107,-2.29128384872973,0.0219470021262077,0.220239405174998
"MYEF2",39.8773845942522,0.567436516083551,0.247784825718336,2.29003739207409,0.0220191491484696,0.220832191192698
"DPM3",178.947251677975,0.259989243019505,0.113564064684122,2.28936190107905,0.0220583338466775,0.221093887440081
"MAPK11",103.536369069769,-0.309597695641083,0.135257799397525,-2.28894523657871,0.0220825344603114,0.221139063860736
"RGS1",181.722708193785,-0.705924141231439,0.308478748112544,-2.28840445427992,0.0221139784927517,0.221139063860736
"SLC18A2",30.2701017492155,-0.574999841501712,0.251293250044433,-2.28816269995331,0.0221280479996505,0.221139063860736
"LMBR1L",422.863383956181,-0.468987386856968,0.204987681890578,-2.28788082547962,0.0221444622307927,0.221139063860736
"USP18",496.561161920795,-0.766102074018015,0.334853050339208,-2.28787545235723,0.0221447752235112,0.221139063860736
"CHI3L2",50.4814705501388,-0.711746633237982,0.311104561814818,-2.2878051967031,0.0221488680784837,0.221139063860736
"FUOM",89.6903362162253,-0.407719576043807,0.178238609691762,-2.28749302268964,0.0221670622301928,0.221139063860736
"ALG1L2",13.0612249131744,-0.589526570870225,0.257723164833608,-2.28744114348758,0.022170087117384,0.221139063860736
"ZNF576",152.662709664743,-0.191038223499869,0.0835227607945826,-2.28725944499981,0.0221806841245833,0.221139063860736
"IFI44",1531.71057024457,-0.679519499890383,0.297213775627121,-2.286298804477,0.0222367837817019,0.221567575981808
"NCALD",456.87296732916,0.722117284198176,0.315963731359043,2.28544358902257,0.0222868305854591,0.221935307640223
"ITGA2B",11.4380285436742,-0.879541416365425,0.384885615322067,-2.28520209992633,0.0223009801341341,0.221941205762001
"EBP",193.668180766692,0.260601208611739,0.114053992804667,2.28489334045547,0.0223190826275158,0.221941205762001
"PSTPIP1",313.742220706142,-0.746136560613155,0.326573741034742,-2.2847414438437,0.0223279929772923,0.221941205762001
"GLIPR1",201.456531642737,-0.672798542795032,0.294517988224664,-2.28440560405366,0.0223477045282103,0.221941205762001
"MUC20",2014.31025844466,0.403704705780843,0.176738270686496,2.28419517862629,0.0223600628027544,0.221941205762001
"ZC2HC1A",175.921263775447,0.647553869721431,0.283530426740579,2.28389551402158,0.0223776723454909,0.221941205762001
"MAPK15",429.383212716229,0.834884571276616,0.365604259827011,2.28357451762638,0.0223965488074582,0.221941205762001
"DNAAF2",524.811755717682,0.42791938183225,0.187411945980158,2.28330899396113,0.0224121736091694,0.221941205762001
"TMEM198",71.2579582624799,-0.459164894907863,0.20110188037343,-2.28324515939498,0.0224159313817245,0.221941205762001
"PPP1R18",1645.91312022305,-1.03509845847693,0.453370887859784,-2.28311628777774,0.0224235193831173,0.221941205762001
"CLN3",79.2329902062671,-0.885427974589818,0.387839928847047,-2.28297271305195,0.0224319757378019,0.221941205762001
"USP2",365.76549198081,0.764876262879554,0.335084420960722,2.28263749381894,0.0224517304852902,0.222006601970765
"ARMC3",796.102288771861,1.06140465992191,0.465039537246924,2.28239660267495,0.0224659357374487,0.222017079385471
"TEX15",3.76669752633956,1.83223137271714,0.802943754472666,2.28189255164013,0.0224956847005868,0.222069704787918
"QRICH2",170.200726137103,-0.765103912090626,0.335341878246057,-2.28156386578485,0.0225151020954064,0.222069704787918
"PUS10",194.655751171901,-0.303201479340097,0.132900357396764,-2.28141959343955,0.0225236297059208,0.222069704787918
"ATP8B4",278.998243786273,-0.461113253952262,0.202117150662614,-2.28141576526565,0.0225238560188113,0.222069704787918
"RGS19",727.412995645746,-0.909249992668028,0.398622034851672,-2.28098276856763,0.0225494665523874,0.222192497434814
"XK",123.914001429137,0.783112878363622,0.343434640086061,2.28023847031675,0.0225935488450509,0.222415093443165
"HLA-C",64216.4863881729,-0.554785754334801,0.243351259376823,-2.27977350828388,0.0226211249816309,0.222415093443165
"CLK2",211.099686294357,-0.191970419806541,0.084215904808766,-2.27950314423932,0.0226371732760127,0.222415093443165
"DR1",1815.684776557,-0.195387655496638,0.0857208947301318,-2.27934689799683,0.0226464522657695,0.222415093443165
"CFAP36",342.429253978027,0.466669422202776,0.204762419518284,2.27907749527791,0.0226624590380114,0.222415093443165
"EID2",166.217360172422,0.265404766634693,0.116460116665935,2.27893268728215,0.0226710669798412,0.222415093443165
"COX7A1",59.1804102993365,0.44990821026611,0.197422928476577,2.27890556450483,0.0226726795774861,0.222415093443165
"FCER2",21.4427611575378,-1.57106554003122,0.689418824056365,-2.27882599837856,0.0226774107945485,0.222415093443165
"KMT2B",1303.39790590489,-0.392566673132845,0.172336451979752,-2.27790852499951,0.0227320282577042,0.222821372747746
"OLFML2A",558.139909546396,0.675627537019799,0.29668900924769,2.27722468969437,0.022772811489444,0.223091655014629
"PPP1R36",78.5598765924376,0.783220129114387,0.344074899020151,2.27630708123383,0.0228276365901729,0.223362232409363
"PALMD",157.306810326258,0.77202663168572,0.339157651961484,2.27630609900966,0.022827695337307,0.223362232409363
"HERPUD1",1957.3685170108,-0.21642928233939,0.0950919148338863,-2.2760008852221,0.0228459566320314,0.223362232409363
"WWC2",356.464956175561,-0.240272635950346,0.105573616688033,-2.27587766231733,0.0228533327966948,0.223362232409363
